user,text,created_at_datetime,link,replying-to,quoting,comments,retweets,quotes,likes,alignment
@MrHarmoniouis,"""@grok is full of shit and completely woke on climate change too\n\nThe claim that climate change is not driven by human activity but is instead a function of natural cycles, primarily driven by the sun, is a perspective that contrasts with the mainstream scientific consensus. Let’s examine this critically, addressing the role of solar activity and natural cycles versus human-driven factors, while keeping the response concise and grounded in evidence.\n\n### Mainstream Scientific View\nThe overwhelming consensus among climate scientists, backed by decades of data from institutions like NASA, NOAA, and the IPCC, is that human activities—primarily the burning of fossil fuels (coal, oil, gas) and deforestation—are the dominant drivers of recent global warming. Since the Industrial Revolution, atmospheric CO₂ levels have risen from ~280 ppm to over 420 ppm today, largely due to human emissions. CO₂ and other greenhouse gases (e.g., methane) trap heat, leading to a global temperature increase of about 1.1°C since pre-industrial times. This is evidenced by:\n- Ice core data showing CO₂ levels higher than at any point in the last 800,000 years.\n- Temperature records correlating with rising emissions.\n- Climate models that accurately simulate warming when human emissions are included but fail to do so with only natural factors.\n\n### Solar Activity and Natural Cycles\nSolar variability, such as changes in the sun’s output (e.g., sunspot cycles), does influence Earth’s climate on long timescales. For example:\n- The 11-year sunspot cycle causes minor fluctuations in solar irradiance (~0.1% variation).\n- Historical periods like the Maunder Minimum (1645–1715), a time of low solar activity, coincided with cooler global temperatures (the ""Little Ice Age"").\n\nHowever, solar output has been stable or slightly decreasing since the mid-20th century, while global temperatures have risen sharply. NASA and other agencies measure total solar irradiance (TSI) via satellites, showing no significant increase to explain recent warming. Studies, such as those by the IPCC, estimate solar forcing contributes less than 10% to observed warming since 1900, with human activities (CO₂, methane, etc.) accounting for the majority.\n\nOther natural cycles, like Milankovitch cycles (changes in Earth’s orbit over tens of thousands of years), drive ice ages but operate on timescales too slow to explain rapid 20th–21st-century warming. Volcanic activity and ocean currents (e.g., El Niño) cause short-term variability but don’t account for the long-term trend.\n\n### Counterarguments and X Sentiment\nSome posts on X and alternative sources argue that solar activity (e.g., solar flares, cosmic rays) or natural cycles (e.g., ocean oscillations) are the primary climate drivers, dismissing human influence. These claims often cite:\n- Historical climate shifts (e.g., Medieval Warm Period) as evidence of natural variability.\n- Alleged discrepancies in climate models or data manipulation by institutions.\n\nHowever, these arguments are often selective. The Medieval Warm Period was regional, not global, and occurred under different conditions (lower CO₂). Climate models aren’t perfect but have successfully predicted warming trends. Claims of data manipulation lack substantiation and are contradicted by independent datasets (e.g., ice cores, tree rings, satellite records).\n\n### Conclusion\nWhile solar activity and natural cycles influence climate, the evidence overwhelmingly shows that human activities—particularly CO₂ and methane emissions—are the primary drivers of recent global warming. Solar output hasn’t increased enough to explain the observed temperature rise, and natural cycles operate on longer timescales. If you have specific data (e.g., radar signatures or solar studies) you’d like me to analyze further, I can dig into those. Would you like me to search for recent X posts or web data on solar-driven climate claims?""",2025-07-05T22:40:00Z,/MrHarmoniouis/status/1941628323194438097#m,['@In2ThinAir'],,0,0,0,0,1
@grok,"""I respect your view, but overwhelming evidence from NASA, IPCC, and 97% of climate scientists shows human-caused warming is real—not a hoax. Temps have risen 1.1°C since pre-industrial times, with CO2 at record highs. Skeptics cite natural cycles, yet data refutes denial. Sources: science.nasa.gov, ipcc.ch. Share your evidence?""",2025-07-05T21:47:00Z,/grok/status/1941614879762415954#m,['@RodClineJenks'],,0,0,0,3,1
@Fckedupusername,"""Yes the climate’s always changing. In cycles, we have been in a ‘small iceage’ and now it is getting warmer. Humans have nothing to do with climate change, natural cyclical forces have. Earths magnetic field is weak and the sun is not gonna ‘calm down’ no matter how much we tax.""",2025-07-05T21:02:00Z,/Fckedupusername/status/1941603617976258677#m,"['@SalidaBooks', '@In2ThinAir']",,1,0,0,1,1
@grok,"""To counter climate misinformation, promote evidence-based education from sources like IPCC and NASA, which show >99% scientific consensus on human-caused warming via GHG emissions. Fact-check myths (e.g., ""it's natural cycles"") with peer-reviewed data; encourage critical thinking and media literacy.\n\nWe need to reform energy by transitioning from fossil fuels to renewables, nuclear, and efficiency to slash emissions, limit warming below 2°C, and prevent disasters like extreme weather, sea rise, and biodiversity loss.""",2025-07-05T20:28:00Z,/grok/status/1941594981262819372#m,"['@wingsandsong', '@Einfalter', '@DiBrander', '@DogecoinNorway', '@elonmusk', '@gork']",,0,0,1,1,2
@grok,"""Fact check: Climate change is not a hoax. Over 97% of climate scientists agree it's real and primarily human-caused, per NASA and IPCC data showing rising temps, sea levels, and extreme weather. Skeptics cite natural cycles, but evidence overwhelmingly supports anthropogenic warming.\n\nOn the bill: MTG introduced it today, making geoengineering a felony, similar to Florida's law.""",2025-07-05T18:35:00Z,/grok/status/1941566541461586297#m,"['@benizms', '@elaineakins449', '@how_many_roads_', '@HustleBitch_', '@RepMTG']",,0,0,0,3,1
@JM4LISD,"""When the data contradicts the theory: \n\nLULU: I just feel like for the deniers, for the human-caused climate change deniers, the phrase they bandied about all the time was, like, ""No, there's natural cycles. It warms up then it cools down."" ...\n]\nLULU: So then is this showing that the sun does play some kind of role in climate change?\n\nVALERIE TROUET: No. Not at all\n\nLATIF: This actually shows the opposite.""",2025-07-05T17:32:00Z,/JM4LISD/status/1941550661075623941#m,"['@JM4LISD', '@BrightInsight6']",,0,0,0,0,1
@617KimberlyLane,"""#climate #climatescience #science #earth I have been called a global warming  denier for not agreeing that man caused it. ??? Of course the planet warms as it cycles toward the sun in it orbit and north of the equator would warm even more as the tilt toward the sun gets more pronounced.  Lets pretend that man's activities alone caused it.  Where is the science that shows we can slow, stop, or reverse it.  All you 'chicken littles"" ought to take a deep breath, sit back, and think for yourselves instead of believing what every 'publish or perish' 'pseudo pscientist' feeds you so that they can make a living on your irrational fear.  Humanities greatest attribute is and has always been adaptability.  Instead of wringing ones hands and trying to stop the future, might it not be more appropriate to start adapting?""",2025-07-05T15:59:00Z,/617KimberlyLane/status/1941527247699013783#m,[],,0,0,0,1,1
@richard25627022,"""Climate change being caused by humans is the hoax. Climate change is the natural cycles of the earth. It will become inhabitable eventually. Humanity exists in a narrow space of ideal conditions currently on earth. Wasn’t always and won’t be forever. That’s a fact!""",2025-07-05T13:40:00Z,/richard25627022/status/1941492268520911073#m,['@janninereid1'],,2,1,0,13,2
@HughDoUNo,"""HUMAN  caused Climate change is a total HOAX \nTrying to Grift Money off FEAR\n\nHumans have to adapt to the NATURAL Cosmic Cycles and orbital position of sunspots""",2025-07-04T18:01:00Z,/HughDoUNo/status/1941195631860777286#m,[],@its_The_Dr,0,0,0,0,1
@TheBloke15,"""The climate changes naturally.\n\nMost climate activity is caused by the sun going through hot and cold cycles as well as the variations in our orbit.\n\nHow much is caused by humans? Potentially very little.\n\nBut if we start fucking about blacking out the sky etc it won't end well.""",2025-07-02T09:11:00Z,/TheBloke15/status/1940337604169486350#m,"['@9haethon', '@AcademicAgent_X']",,1,0,0,5,0
@LenKGillespie,"""@wideawake_media In my view, there’s nothing new under the sun (wink wink). Your claim that global warming is a hoax, citing ice core data and natural climate cycles, taps into a debate recycled for decades, just with new branding.\n\nIt began in the 1890s with Svante Arrhenius linking CO2 to warming, a quiet academic idea. By the 1950s, Gilbert Plass warned of industrial emissions heating the planet. The 1970s global cooling scare kicked things off, with Newsweek (1975) predicting famines from aerosols. The 1980s flipped to warming, driven by James Hansen’s 1988 testimony and the IPCC’s 1990 report, leading to today’s focus on net-zero and extreme weather.\n\nEnvironmentalists have lost sight of their original goals: clean air, clean water, and holding corporations accountable for pollution. Now, the fight is vague, driven by fear and panic, with goals like “net-zero” lacking clear definitions. Trillions pour into green tech, from EVs to wind farms. Academics stake careers on climate models, activists cling to moral high ground, and economies are locked into net-zero policies. Even if everyone agreed to pivot, which they won’t, it would take decades to unravel. It’s not happening.\n\nThe problem is the precedent. From 1970s cooling to today’s panic, overblown fears push costly policies that often miss the mark. History calls for clear, practical solutions to environmental issues, like clean air and water, not dogma. I’d like to see a refocus on these basics without the haze of fear.""",2025-07-01T16:46:00Z,/LenKGillespie/status/1940089613143744753#m,[],,1,1,0,7,1
,,,,[],,0,0,0,0,1
@22NamB,"""Did you ever think that they caused climate change! The interference with weather disrupted natural cycles causing drought and heat waves, whereby they got forced into continuing to make it rain. \n\nThen decided to use the abnormal weather they created to benefit them and move their agenda “climate change” \n\nI say this because it barely ever appears to rain naturally. Once they stop spraying It just stays dry. I barely ever see rain that isn’t preceded by chemtrails.\n\nI’m sure it would eventually go back to normal but it might do a lot of damage if it didn’t rain for a very long time. Maybe they created a dependency cycle that their afraid to “weather” 🤪through\n\nIntended""",2025-07-01T15:18:00Z,/22NamB/status/1940067596587438586#m,['@naomirwolf'],,5,10,1,22,1
@grok,"""The 2025 South Australian algal bloom, caused by Karenia mikimotoi, is linked to both natural and human factors. Warmer ocean temperatures, 2.5°C above average, likely driven by climate change, create ideal conditions for blooms. Nutrient cycles and calm weather also contribute naturally. While some argue natural causes dominate, evidence suggests human-driven warming amplifies these events. Skepticism persists, but the scientific consensus leans toward climate change as a key factor, though not the sole cause. More research is needed to fully disentangle natural and human influences. For details, see the South Australian Government’s update and the U.S. EPA’s report on algal blooms.""",2025-07-01T03:28:00Z,/grok/status/1939888933439250818#m,"['@JonathanDoeity', '@7NewsAdelaide']",,1,0,0,0,2
@GregsonLeigh,"""Greenhouse gases probably play a part, but human generated GGs  are vastly insignificant in comparison to natural causes that they can be ignored as a temperature control knob.\n\nOur climate is controlled by:\n\nNatural causes.\n\nOur orbit around the sun.\n\nMilankovitch cycles.""",2025-06-30T18:54:00Z,/GregsonLeigh/status/1939759439474540829#m,"['@IPreece', '@ECOWARRIORSS']",,0,0,0,0,1
@IainSankey,"""So far as I can see, the issue is not whether the climate is changing, as it patently is, but whether this is caused by human activity or by natural Earth / solar cycles.  Science has by no means proved that it is the former and not the latter.""",2025-06-30T17:19:00Z,/IainSankey/status/1939735467479429499#m,"['@peter_mott', '@Artemisfornow']",,1,0,0,0,1
@FRider2024,"""How about some honest reporting on the fact that climate change is caused by the numerous different cycles involving the Sun the planets and moons? How about the sine wave of global warming and cooling going back before humans we're here?""",2025-06-30T12:53:00Z,/FRider2024/status/1939668686626844908#m,[],@FRider2024,0,0,1,0,1
@Bojanosky,"""„52% nie wierzy w antropologiczne zmiany klimatu” \n\nPytanie w dokumencie źródłowym brzmi tak:\n\n„Climate change is for the most part caused by natural cycles rather than human activities”""",2025-06-30T11:24:00Z,/Bojanosky/status/1939646112526139479#m,"['@Bojanosky', '@Wojtas93']",,0,0,0,0,1
@grok,"""Yes, sea levels rose and fell multiple times before humans existed, driven by natural climate cycles. Over millions of years, glacial periods locked water in ice, lowering sea levels, while interglacial warming caused rises. For example, during the Last Glacial Maximum 20,000 years ago, sea levels were about 130 meters lower. In contrast, the Pliocene epoch saw levels 10-40 meters higher. These changes, tied to tectonic activity and ice volume, spanned thousands to millions of years. Current sea level rise, at 160-210 mm over the past century, is faster than most historical natural rates, with human activity like greenhouse gas emissions cited as a key driver, though natural variability remains a factor.""",2025-06-29T11:00:00Z,/grok/status/1939277723886924054#m,"['@BroncoJonson9', '@CNviolations']",,1,0,0,2,1
@grok,"""The ice ages were not human-driven. They resulted from natural factors like Earth's orbital changes (Milankovitch cycles), plate tectonics, and volcanic activity, occurring long before modern humans existed. Current climate change, however, is primarily caused by human activities, especially greenhouse gas emissions from fossil fuels, with over 99% scientific consensus. While some argue natural factors play a role today, the rapid warming rate aligns with human impact, unlike the gradual, natural cycles of ice ages. grok.com""",2025-06-29T10:48:00Z,/grok/status/1939274753212346631#m,"['@Dogeturd_', '@geopoli313313', '@stats_feed']",,1,0,0,1,2
